id	tweet_ar	tweet_en	lbl
8493	RT @USER: Popular opinion: البنطلون ساتر اكتر من الاسكيرت يا بجم يا سجم يا عجم يا نجم	RT @USER: Popular opinion: pants cover Aktar Alasekert O Bjm O Sejm O Ajam O star	OFF
8494	@USER @USER يا حمار يا الخدمي يا نيجيريا على قولة جماهير الهلال رجعنا الصدارة <LF>#صدارة_غصب<LF>URL<LF>URL<LF>URL<LF>URL URL	@USER @USER O donkey, O my service Nigeria fans of the words came back the lead Crescent <LF> # Saddarh_gsb <LF> URL <LF> URL <LF> URL <LF> URL URL	OFF
8495	RT @USER: فاكرة المثل بتاع جحا بتاع 10 سنين.. يا انا اموت يا هو يموت يا الحمار يموت	RT @USER: Vakrh proverb Btaa Juha Btaa 10 years .. Oh I die is to die, O my ass dies	NOT
8496	عادي يا سحر عادي يا سحر عادي يا سحر عادي يا سحر عادي يا سحر عادي يا سحر عادي يا سحر عادي يا سحر عادي يا سحر عادي يا سحر عادي يا سحر عادي يا سحر عادي يا سحر عادي يا سحر عادي يا سحر عادي يا سحر عادي يا سحر عادي يا سحر عادي يا سحر عادي يا سحر عادي يا سحر عادي يا سحر عادي يا سحر URL	Plain Oh charm plain Oh charm plain Oh charm plain Oh charm plain Oh charm plain Oh charm plain Oh charm plain Oh charm plain Oh charm plain Oh charm plain Oh charm plain Oh charm plain Oh charm plain Oh charm plain Oh charm plain Oh charm plain Oh normal charm Oh charm plain Oh charm plain Oh charm plain Oh charm plain Oh ordinary magic charm Oh URL	NOT
8497	يا لبييييييييه يا اتي 💛😍<LF>احبكم وربي احبكم <LF>#الاتحاد_النصر	Oh Beyeeyeier ​​Oh I come 💛😍 <LF> I love you and I love you my Lord <LF> # Alathad_nasr	NOT
8498	RT @USER: يا صبري الزايد و يا حلمي الصعب <LF>ابشر مع الايام بتزين .. الاوضاع<LF>سنابي ⤵️♥️ URL	RT @USER: O Sabri Al Zayed and my dream is difficult to <LF> with days Btzan preach good things .. <LF> Snappy ⤵️ ♥ ️ URL	NOT
8499	يا ناموسة يا حيوانه خلااصصص سحبتي دمي كله!!!	O O mosquitoes nor the beasts thereof Khalaasss Shpti whole blood !!!	OFF
8500	@USER يوم لي التاريخ يا ابو ناصر يا حبييب الملايين	@USER history on me, O Abu Nasser O Habyib millions	NOT
8501	@USER يا رهمان يا رهيمو ياوهيدو ياقديرو ارفع معدل توهاني	@USER O Arhaman O Rimo Aaohido Aakadiro Lift Tohana rate	NOT
8502	RT @USER: يا أقرب منى ليا... يا كل الدنيا ديا... يا أجمل حاجة فيا ونور عينيا وحشتني..ليالي تغيب عليا ولسة فاكرك يا حبيبي... يا غايب…	RT @USER: O nearest Mona Lea ... O Dia ... all the world, O most beautiful and faithful need light and kind Hhetny..laala absent supreme Lesa Vakirk Ya Habibi Ya ... Gabe ...	NOT
8503	المعيوف يا اسطورة الاساطير يا افضل حارس سعودي اجلد الوضيعين فديييت راسك 💙💙💙💙💙💙💙	Mayouf O legend legends O best goalkeeper Saudi grandfather inferior Vdeyet Rusk 💙💙💙💙💙💙💙	OFF
8504	RT @USER: الف سلامه عليك يا فير يا ابن الكيان وترجع احسن من الأول يا مايسترو 🙏🙏❤️ @USER	RT @USER: a thousand safety of you, O Fair O son of the entity returns better than the first O Maestro 🙏🙏❤️ @USER	NOT
8505	وبعلمك الذي أحاط بكل شيء وبنور وجهك الذي أضاء له كل شيء يا نور يا قدوس يا أول الأولين ويا آخر الآخرين	The Baalmk who took everything and the light of your face which lit him everything, O light, O Holy One of my first Loya first two others last	NOT
8506	RT @USER: معاك يا اهلي معاك يا بيبو #مع_الاهلي_حتي_الموت URL	RT @USER: With you my family with you, O Bebo # Ma_alahli_ana_almut URL	NOT
8507	@USER ياهلالين يامدرب يا ادارة يا لاعبين الدوري بايديكم لا للتفريط💙💙💙💙💙💙💙💙💙💙💙💙 URL	@USER Aahilalan Aamadrb O my players manage league your own hands not Tafrit💙💙💙💙💙💙💙💙💙💙💙💙 URL	NOT
8508	@USER كل تراب يا ثوران يا ناس اقلعوه ذا الغبي وفكونا منه	@USER all the dust of the eruption, O my people Aqlaoh a fool of him and Vkona	OFF
8509	أمانة يا ليل تقولي يا ليل أمانة يا ليل لترسيني<LF>حبيبي يا ليل فاكرني يا ليل ولا ناسيني💃😍	Secretariat O night, O night, you say, O Secretariat of the night of Trseni <LF> Habibi Ya Ya Leil night remember me not Nasceni💃😍	NOT
8510	@USER رفع ألله من مقامكم الشريف يا هوسين يا هوسين هوسين هوسين هوسين هوسين	@USER raise God's prestige O Sharif Hussain Ya Hussain Hossain Hossain Hossain Hossain	NOT
8511	RT @USER: كم انته كبير يا مسي يا أسطورة مع البرشا مبروكين يا عشاق البرشا ولا عزاء للآخرين. URL	RT @USER: How Expire Big O haptic O legend with Al Barsha Mebroukine Ya Barsha lovers no consolation to others. URL	NOT
8512	@USER اليوم يا اقالة يا استقالة واحد منكم @USER وجود اثنينكم في النادي مصيبة ترا نادي الهلال مو احد	@USER today, O my resignation and dismissal of one of you @USER the presence Atnenkm in the club's misfortune Crescent Club Tra Mo one	NOT
8513	يا بابا ، يا بابا ، يا بابا يا بابا يا بابا يا بابا 🔥❤⚽ URL	Daddy, Daddy, Daddy Daddy Daddy Daddy 🔥❤⚽ URL	NOT
8514	@USER يا رباااه يا ذا الحدث 🥶🥶	@USER Ya Ya Rbaaah The event 🥶🥶	NOT
8515	عاوز تدخل الجنه ازاي بعد ماعرفت سرير مين ده ؟ يا بجاحتك يا اخي 😆<LF>#زعيم_تويتر_فولورز_الاحد URL	Aaoz enter paradise after Kasai Maaraft bed Min de? Oh, my brother Bjaank 😆 <LF> # Zeim_toatr_volorz_cd URL	NOT
8516	يا مهبلني يا ليونيل انت خليقه ولا صنيعه يا ميسي 🤚❤️ الشوالي اتهبل فعلا😂	O Mahblna O thou creature nor Lionel O creature Messi 🤚❤️ Shawal Athbl Fla😂	NOT
8517	يا توت ملون عالي يا توت	Ya Tut Tut Oh Colored High	NOT
8518	يا ملاك يا جنيه يا ست الحسن<LF>يعجبنى توهانك فى أحلامك 😊❤	Oh, my angel, my six-pound Hassan <LF> in your dreams I like Tohank 😊❤	NOT
8519	@USER @USER يا حبي لك والله يا رغوده 😂😭😭	@USER @USER O my love for you, O God Rgodh 😂😭😭	NOT
8520	يا صحابى يا اهلى يا جيرانى انا عايزه اشوفكم ف الفوتو داى حجااى 💃<LF>كل اللى اعرفهم واللى يعرفونى وبحبهم وبيحبونى لااازم يكونو موجودين🌸♥ <LF> دا اسعد يوم ف حياتى ولازم تشاركونى فرحتى وهفرح اكتر بوجودكم ♥<LF>وسع يسطا للفرافير 💃 <LF>18/4 يا احلى يوم ف عمرى😍 <LF>#54_بتتخرج 🎓 <LF>#54_بتزغرت 😍🙈 URL	O Sahabi O Ahli, O my neighbors I Ayza Ashovkm P Alfoto Dai Hjaay 💃 <LF> Elly knew them and Elly know me and their love and Baahbuny to Aaazem sober Mojodin🌸 ♥ <LF> Da happiest day in my life and we have to share my joy and Hvrah Aktar your presence ♥ <LF> expanded Asta for Vraver 💃 <LF> 18/4 O sweeter day P Amry😍 <LF> # 54_ Pttakrj 🎓 <LF> # 54_ Btzgrt 😍🙈 URL	NOT
8521	@USER صحيح صدقت انا اولهم بشكر كبير جده نيابة عن جميع الزعماء شكراً يا كبير جده يا نادي الذهب يا نادي الشعب 💛🖤/ 💙	@USER true I believe a great grandfather first of them thanks on behalf of all leaders, thank you, great grandfather, O Gold Club O Club people 💛🖤 / 💙	NOT
8522	يا سلام على العميد يا سلام <LF>#الاتحاد_النصر	Ya Salam Ya Salam Brigadier General <LF> # Alathad_nasr	NOT
8523	@USER اللهم يا قدير يا عظيم يا من تحيي العظام وهي رميم سبحانك يا ذا الجلال والإكرام نسألك بلطفك أن تمن على كل مريض بالشفاء العاجل فإنّك وليّ ذلك والقادر عليه.	@USER O, O, O great things from you, salutes the bones which Rmam Glory O The glory and honor to ask you Blotfk wish on each patient's speedy recovery, you is able to do it.	NOT
8524	لو كان الطفل محتاج وفقير مارح يعاقب دا كلووو غير انه طفل ما عنده اهليه و يترتب عليه موانع العقاب للانو قاصر ما يتعاقب يا متخلفين يا مرضى يا عديمي الإحساس ، دحين نفسي افهم ايش حيضر لو اخذته ع جنب ونصحته بأدب واشتريت له احتياجاته ؟؟ حينقص منك شي ؟؟ الدين النصيحة يارجل !	If the child is needy and poor frolicked punished da Klowo is that a child does not have the eligibility and the consequent steeplechase punishment for Llano minor as alternating O retarded, my patients, my unfeeling, Dhan myself understand Ashe Hadhar if I took him p side and advised him politely and I bought his needs ?? Shi Henqs you ?? Debt Advice, man!	OFF
8525	يا حي يا قيوم<LF>يا حي يا قيوم<LF>يا حي يا قيوم<LF>يا ذا الجلال والإكرام<LF>يا ذا الجلال والاكرام<LF>يا ذا الجلال والإكرام<LF>اللهم من قالها ونشرها فاغفر ذنبه، واشرح صدره، ويسّر أمره، <LF>واسقه من حوض نبيك ﷺ	O self <LF> O self <LF> O self <LF> O The glory and honor <LF> O The glory and honor <LF> O The glory and honor <LF> Oh God, uttered and published forgive his sin, and explain chest, pleased his command, <LF> and coordinated by basin Nbek ﷺ	NOT
8526	يا بلد معانده نفسها يا كل حاجه وعكسها 😂 URL	O country itself resist, all you need reversible 😂 URL	NOT
8527	أنا الفترة دي أعصابي بتفلت ومشدوده بشكل مش طبيعي ، فـ يا تستحملوني يا تسيبوني ق حالي	I held my temper de Ptfelt and tight mesh is normal, P O O Tsthmlona Tsepona s current	NOT
8528	@USER مبروك يا مؤ يا حبيبي وعقبالك يا عسلية يا رب ❤❤❤❤	@USER Congratulations, Ma Ya Habibi and Ake O, O Lord, Asaliya ❤❤❤❤	NOT
8529	تجمع المهنيين ليس مُرفعاً عن الإنتقادات عمر الدقير برهان وجه ليك الدعوة لإجتماع اليوم اكرب قاشك ده وابقى مارق عليه ونحن مارقين على الميدان اي مجمجة منك يا برهان و يا عمر الدقير بنوريكم الكفت القرد منو.	Professionals gathered not Mrfa for criticism Omar Aldkir proof the face of Lake call for a meeting today the largest de Qashk and kept him and we are a rogue rogue on any field Mjmjh you, O proof and O Omar Aldkir Bnorikm Ulkipt monkey growth.	OFF
8530	RT @USER: #مشاعر_هانئة<LF>يا حبة روحي ودواء جروحي يا وردة في بستاني فوحي يا قبلة لأحزاني وأفراحي يا مرتع بكائي ونواحي يا صدرا حنونا ه…	RT @USER: # Mchaar_hanih <LF> O grain of spiritual medicine, my wounds rose in the gardener Vouha Oh kiss my sorrows and Ofrahi breeding grounds and aspects of my Bkaii breaststroke e ... compassionate	NOT
8531	RT @USER: يا بديع ، يا رفيع، يا منيع، يا سميع، يا عليم، يا حكيم، يا كريم، يا مدبّر ، يا شديد ، يا مبدئ ، يا معيد ، يامبيد ، ياقديم ، ي…	RT @USER: O Badi, O high, impervious O, O is Hearing, Knowing, O, O wise, O Karim, my housekeeper, my very, my starter, my forwarder, Aambed, Aakadim, j ...	NOT
8532	العلاقتو كويسه بالمراغنة <LF>بختك يا شفت يا مفتح يا لاعبها صح <LF>الثورة دي منتصرة وربنا كاتب ليها تقش كل العفن ذاتيا بدون اي مجهود و بالتأكيد عشان عيون واحد شهيد .<LF>طه الدلاهة لعب بي قوش سياسة وقوش لعب بي عوف ومعروف و برهان وحميدتي سياسة .<LF>ننتظر اسد يدوس الدلاهة #اعتصام_القيادة_العامة	Alaqto Cuesh Balemragnh <LF> Bakhtak O shaft O Brightening O Aabha true <LF> Revolution de Victor and our Lord writer guardian Takec all mold self without any effort and certainly Ashan the eyes of one martyr. <LF> Taha Aldlahh play my Qush policy Qush played my Auf It is known and proof Hmidta policy. <LF> lion waiting tramples Aldlahh # Aatsam_alkiedh_amh	NOT
8533	@USER حبيبي يا عبدالله وانت طيب يا صاحبي 💘💘	@USER Habibi Ya Abdullah Ok you my friend 💘💘	NOT
8534	يا ناس شوفته حلاوته يا ناس ❤ URL	O people Hovth Hlaute O people ❤ URL	NOT
8535	يا راحتي في الدهر يا زهره ايامي<LF>مالك شريك فقلبي وبالغلا تدري💛	O my comfort in eternity O flower of my days <LF> owner and partner Vqlba Balgla Tdra💛	NOT
8536	طب احب انوه للاخوة البهايم اللي هيفهم غلط انا بطبل و بحفل يا متخلفين يا هبل وبس شكرا✋😂 URL	I love medicine acknowledge the brothers Alphaim who Hifam wrong and I Btabl concert O, O retarded Hubble ups Hkura✋😂 URL	OFF
8537	يا فن يا فن .. شاهد <LF>#وزير_السعادة . #بالمرصاد URL	Oh, my art art .. See <LF> # and Zar_saadh. # Lookout URL	NOT
8538	@USER .<LF>.<LF>اللهم اگشف ضرها..وفرّج گربها ..<LF>وگن لأحلامها القوي العزيز القادر المقتدر..<LF>ياااا فتاااح افتح لها أبواب رحمتگ..<LF>وخزائنگ التي لا تنفذ..<LF>يا جواد يا گريم يا وهاب..<LF>بگرمگ وجودگ هب لها ما تريد..<LF>يا ذا الجلال والإگرام ي	@USER. <LF>. <LF> O Aگhv Dharha..ofarag گrabha .. <LF> Oگn strong dreams Aziz capable Muqtadir .. <LF> Iaaaa Fattaaah open its doors Rahmtگ .. <LF> and Khozainگ that are not implemented .. <LF> O Jawad O گram O Wahab .. <LF> Bگrmگ and Jodگ Hub her what you want .. <LF> O The glory and my Alaگram	NOT
8539	بشد حيلي في الاختبارات لذلك قررت احذف بعض البرامج اللي تاخذ وقتي .. <LF>فكانت النتيجه اني ركزت عَ البرامج اللي ماحذفتها يا ماشاءالله يا ذكر الله علي 🤓💔	Ahili strain in tests so I decided to delete some who take my time programs .. <LF> The result was that I focused p programs Elly Mahzvtha O Machaouallah O Allah Ali 🤓💔	NOT
8540	\"انت يا اطرش يا حيواان احنا بنصورك\"<LF>الجمله دي هتفضل معلمه ف دمااغي طول عمري 😂	\ "You, O my deaf Ahioaan Ehna Bansourk \" <LF> sentence de Htvdil mentor P Dmaaga the length of my life 😂	OFF
8541	RT @USER: يوم الجمعة في حوشنا مع المفرخ <LF>نوضلهم يا محمد <LF>تعالالهم يا محمد <LF>كشخ عليهم يا محمد <LF>اضربهم يا محمد <LF>قوللهم ينحو الكورة…	RT @USER: on Friday Houcna with nidus <LF> Nodilhm O Muhammad <LF> Taalalhm O Muhammad <LF> Kchk them, O Muhammad <LF> hit them, O Muhammad <LF> Quellahm tends Koura ...	NOT
8542	RT @USER: انا يا مسحوب علي يا يكلموني خمسة بنفس الوقت.	RT @USER: I, O, O Ali lugged Ichaelmona five at the same time.	NOT
8543	@USER في كل الاحوال تعديل حاجة كتبتها دي حاجة وحشة، يا تركز يا تعدلها لوحدها يا تمسح.. هو ده الاكشن المطلوب	@USER in any case, need modification written by de need dreariness, oh, my focus, my alone modify them wipe .. is required de Action	NOT
8544	@USER علياء يا علياء يا اجمل الاسماء ، يا بهجة جاءت من رب السماء	@USER Alia Alia O, O most beautiful names, my joy came from the Lord of heaven	NOT
8545	عليه افضل الصلاة والسلام يا حبببي يا رسول الله URL	The best prayer and peace, O Habbouap O Messenger of Allah URL	NOT
8546	يا سامع الدعاء ، يا حاضراً ليس بغائب يا موجوداً عند الشدائد ، يا خفي اللطف ، يا حليماً لا يعجل.<LF>#رمضان_زاد_لاخرتي EBZ	O listener to pray, my present is not present when Bgaib O adversity, your hidden kindness, O clement does not precipitate. <LF> # Ramadan_zad_lakharta EBZ	NOT
8547	RT @USER: فهمت يا شوال الرز<LF>فهمتوا يا إعلام العار<LF>فهمتوا يا اتحاد كورة فاسد<LF>حسبي الله ونعم الوكيل<LF> #جمهور_الاهلي_يساند_الخطيب	RT @USER: I understand O Shawwal rice <LF> Vhmtwa O shame Media <LF> O Vhmtwa Union football corrupt <LF> God and yes agent <LF> # Gmehor_alahli_essand_ktaib	OFF
8548	RT @USER: @USER @USER @USER يا رب يا رب يا كاشف الضر يا فارج الهم أرح قلوبنا وأنصرنا على من ظلمنا بحجز أموالنا	RT @USER: @USER @USER @USER O Lord, O Lord, O detector Aldhar O Farge our hearts and carefree Rest of victory over the iniquities to book our money	NOT
8549	@USER @USER @USER تخفيض لغة الخطاب دى ما كانت عاوزة شهداء من ألأول، الناس دى لو قلت ليهم من ألأول بساوم بيقولو ليك خلاص أمشى زى أحزاب حوار الفكة ، الموت و شراب البمبان لزومو شنو، مانديلا فضل مسجون ربع قرن و شعبه يموت كل يوم حتى ح	@USER @USER @USER reduced the language of the speech was what de Aaozh martyrs of the first, if I told people to de matter of salvation I Bsawm Bicolo Lake uniforms loose change dialogue I will go parties, death and drink Albemban to Zomo Henw, Mandela preferred imprisoned a quarter of a century and his people die each day until h	OFF
8550	RT @USER: الصداره لك يا #الهلال واجلس يا ملك 💙 URL	RT @USER: O # you the forefront Crescent and sit down, O king of 💙 URL	NOT
8551	الله يخلي غلانا يا عسانا يا عسانا<LF>نبقى يا عمري حبايب وحبنا يكبر معانا💙	God cleared Glana O, O can we can we <LF> O Omri stay Habayeb and our love grow up Maana💙	NOT
8552	@USER لا ماهو يا ده يا ده مينفعش الاتنين 😂	@USER not what ya de ya de Minfc Alatnen 😂	NOT
8553	تفيد بإيه يا ندم <LF>وتعمل ايه يا عتاب<LF>طالت ليالي .. ليالي الألم<LF>و اتفرقوا الأحباب .. اتفرقوا<LF>و كفايه بقى <LF>تعذيب وشقا<LF>ودموع في فراق<LF>ودموع في لقا<LF>تعتب عليا ليه<LF>انا بإيديا ايه<LF>فات الميعاد .. فات <LF>فات الميعاد .	According to any O remorse <LF> works Er Ya reproach <LF> long nights .. Nights Pain <LF> and Atafrqgua loved ones .. Atafrqgua <LF> and Enough remained <LF> Torture and rip <LF> and tears in the parting <LF> and tears in Lqa <LF> Tattab top les <LF> I Baadia Er <LF> Overdue .. Fat <LF> Overdue.	NOT
8554	يا بوابه يا خلبوصه😂 زى السوسه انتى يا ساره قاعده على الدكه وبتسمعى الاخبار يا خليوصه 😂 URL	O gate O Khalbossh😂 uniform weevil Ante Sarah base on Deka and Ptsamay News O Jillos 😂 URL	OFF
8555	RT @USER: يا رياض يا تاج الخليج <LF> يا زهرة في خد الربيع URL	RT @USER: O Riad O crown of the Gulf <LF> O flower in the spring cheek URL	NOT
8556	أنا أكتر حد دمي تقيل و تقريبا الناس اللي بتستحمل تقل دمي يا مصلحة يا بصعب عليهم مش أكتر URL	I Aktar much blood and almost TEKEL people who Ptsthml less than the interest you, O my blood Besab them mesh Aktar URL	NOT
8557	وحشتنا والله يا استاذ سعيد <LF>حمد الله علي سلامتك والف مبروك لينا كلنا يا اصيل يا ابن الاصول 😍😍 URL	And Hhetna O God, Professor Said <LF> Hamad God for your safety and congratulations to all of us, O Lena Thoroughbred O son of assets 😍😍 URL	NOT
8558	@USER الاعيب الاتخاد الافريقي والبشماوي راحت وانتهت<LF>نركز بقي علي الاعيب مرتضي وكفيله<LF>الدوري يا اهلي<LF>الدوري يا اهلي<LF>يا اهلي الدوري	@USER gamesmanship African Alatkhad Alepeshmaoa began and ended with <LF> focus remained on the gamesmanship Morteza and his sponsor <LF> League O my family <LF> League O my family <LF> O Ahli League	NOT
8559	RT @USER: الف شكر يا اخواتي يا رجاله 💙♥️ URL	RT @USER: thousand thanks, O my sisters, my men 💙 ♥ ️ URL	NOT
8560	يا ودي يا ودي، طاح فايسبوك تبعوا واتساب زاد انستا رجعتوا عشرين عام لور ؟ دابا فايس واتس انستا هما الويب ؟ <LF>نمشيو نحرثوا البطاطا فزحل ؟	Oh ya Woody Woody, Facebook followed the grinding WhatsApp increased Insta Rdjatwa in twenty lore? Daba Weiss Watts Insta are the web? <LF> Nmcio Nhrtoa potatoes Vzhal?	NOT
8561	طب اقول يا مفرحني ولا اقول يا جارحني ؟	Medicine tell ya Mfarahna not tell ya Jarhani?	NOT
8562	RT @USER: الفنان العظيم يوسف بك وهبي قال جمله في فيلم \"إشاعة حب\" لعمر الشريف \" يا فلاتي يا عوجري يا نوئري\" 😂 😂 😂 😂 😂 وصف غريب جدا و…	RT @USER: a great artist Joseph your Wahbi said the film statement in the \ "A Rumor of Love \" Omar Sharif \ "O Vlaty O Auajjra O Noira \" 😂 😂 😂 😂 😂 Description very strange and ...	NOT
8563	@USER @USER شوفو يا هيئة الترفيه يا ذكور يا اشباهه الرجال شوفو تترفهون في ظل من بعد الله في ظل حماة الوطن وابطال الوطن تحيه لكل عسكري من رتبة جندي لا على رتبه خدام المليك والوطن	@USER @USER body Shufu O Entertainment O males, O men Shufu ilk Ttervhon under after God under the protectors of the homeland and the heroes of the homeland greet each military rank of a soldier not on the rank of ministers of king and country	OFF
8564	@USER انا ما فاهم ديوث دي شنو ؛ والغيرة خصلة الاهية عند كل البشر رجال ونساء والفضيلة ما عندها هدوم - الشباب ديل ليهم ٤ شهور مشاركين في ثورة لم نسمع او نري اَي تحرشات - شوف يا شاب يا ما تحت السواهي دواهي ولا انت عايز البنات يدمدمن حتي يزنين فلا يعرفن !	@USER What am I understand Dyot de Henw; jealousy lock Alahih when all men are men and women of virtue, then what's clothes - young del matter 4 months participants in the revolution, we did not hear or see any harassments - Look Young man oh what under Alsoaha Doaha not You Want girls Edmdinm even Eznen do not know!	NOT
8565	يا صباح الورد والياسمين يا حلوين	Oh morning, rose, jasmine Ya Hleuen	NOT
8566	5 إنذارات في شوط واحد !!! ، ده لو sale مش هاتعمل كده يا نرويجي يا أبن البوبي أنت<LF>😠😠😠😠<LF>#الزمالك_بيراميدز	5 alarms in one way !!! , If de sale Mesh Hataml like this ya Norwegian O son of Bubi you <LF> 😠😠😠😠 <LF> # Zmalc_beramidz	OFF
8567	@USER ايوا تماااامااااً <LF>ماناقشتا طبعاً لان هي المنطقة هيك تفكيرن فخلص سكتت<LF>نظامي ياحرام بتلاقيهن عمرهن 16 يا مطلقة يا مستشهد جوزا وعندا 3 ولاد اذا ما اكتر	@USER Iowa Tmaaaamaaaa <LF> Manaakecta of course, because the heck is the area fell silent, save Tvkern <LF> irregular Aahram Ptlaekayan O absolute age 16 O Cited Gwoza and 3 sons to spite if Aktar	NOT
8568	RT @USER: يا اصحابي يا اهلي يا جيراني حد ينده حد	RT @USER: O my friends, O my family, my neighbors end linde limit	NOT
8569	RT @USER: @USER ربنا ميحرمنيش من ذوءك يا لانا يا رب <LF>بجد ونعمه الاخت فعلا 🌹🌹	RT @USER: @USER Lord Mihrmenah of Dhuek O I, O Lord <LF> hard and actually a blessing Sister 🌹🌹	NOT
8570	RT @USER: يا لاعقي الاحذية يا اذناب الصهيونية يا خدام ترامب ونتنياهو ان حذاء مقاوم اطهر من اطهركم<LF>#المملكة_الصهيونية<LF>#الا_لعنة_ا…	RT @USER: Oh Aaqi shoes, O Zionist lackeys, O servants of Trump and Netanyahu shoe resistance of purer cleanse you <LF> # Almmlkh_alzionah <LF> # Ala_nh_a ...	OFF
8571	@USER يا خسارة يا أستاذ خلف. شو الفرق بين إسرائيل وإيران ؟؟؟؟ الظلم والقهر والقتل والحروب والكذب ووووووو. ما توقعناها منك يا مثقف يا متعلم يا اقتصادي	@USER O loss O professor behind. Shu difference between Israel and Iran ???? Injustice, oppression, murder, wars, lying and Owoowo. What we expected from you, O cultured O O educated economist	NOT
8572	@USER @USER اللهم يا الله انتقم ممن سمح وسهل وحمى هؤلاء الآبالسة الهم استجب يا الله اللهم استجب يا الله اللهم استجب يا الله	@USER @USER O God, O God, who revenged allowed easy fever and these demons carefree Hear, O God, O God, O God, Hear O Hear, O God,	NOT
8573	@USER يا وكيل .. يا كفيل .. يا جليل نعم المولى ..<LF>ونعم النصير أعطي محمد صلاح هدف في لقاء القمة يتعجب لة العالم كله<LF>🌱يارب كافئة بحسن نيتة وروعة أخلاقة 🌱 🕊 URL	@USER O agent .. O sponsor .. Oh yes Jalil Lord .. <LF> and yes I advocate Mohamed Salah goal at the summit meeting has the whole world wonder <LF> 🌱 Lord Kavih good intention and wonderful manners 🌱 🕊 URL	NOT
8574	RT @USER: قباحة زمان<LF>- انت يا راجل يا هرجلة ، يا عديم التمييز يا مجرد .<LF>- هُس يا راجل يا طويل اللسان، يا صفيق الوجه، يا فاقد ماء الح…	RT @USER: folly Zaman <LF> - You, O Hrgelh footmen, oh oh just non-discrimination. <LF> - Hes O footmen O long tongue, my face Cheeky, oh lost water r ...	OFF
8575	يا شخصي المستثنى<LF> ( يا كُل من أحبّ ) URL	O personal excluded <LF> (O both love) URL	NOT
8576	@USER @USER يا اولادي يا اخواني الله يرحم والدينكم محتاجين مواد غذائية مختاجين حليب ورز وسكروزيت ودقيق الله يستر عليكم الله يرزقكم ساعدونا	@USER @USER My little children, my brothers and God have mercy on the needy Adinkm Mokhtajan food and milk, rice flour Skerozi May God protect you, God Help us Arozkkm	NOT
8577	يا حلاوتك يا استفندي يا ابن عم البرتقااا	O Hlaotk O Astffendi my cousin Albertqaaa	NOT
8578	ف الدقيقه ٨٧ يا فراخ يا ولاد الوسخه 🤬 URL	In 87 minutes, my chicks, O sons of dirty 🤬 URL	OFF
8579	@USER @USER تسلم يا #سيسي يا مصدر السعاده والخير والأمن والأمان يا راعى صحه المصريين 👌⁦✌️⁩💪⁦🇪🇬⁩⁦🇪🇬⁩⁦🇪🇬⁩⁦🇪🇬⁩⁦🇪🇬⁩⁦🇪🇬⁩⁦🇪🇬⁩⁦🇪🇬⁩⁦🇪🇬⁩⁦🇪🇬⁩⁦🇪🇬⁩⁦🇪🇬⁩⁦🇪🇬⁩⁦🇪🇬⁩⁦🇪🇬⁩⁦🇪🇬⁩⁦🇪🇬⁩⁦🇪🇬⁩⁦🇪🇬⁩	@USER @USER received O # Cisse O source of happiness and goodness, security and safety, my shepherd health of the Egyptians 👌✌️💪🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬 🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬	NOT
8580	يا نااااس يا هووووه<LF>عايز اعرف صفقة القرن يعني ايه...؟ من حد فاهم وليس. وليس مضلل او جاهل	O Naaaas O Hoowoh <LF> Want out a deal century means Er ...? Limit and not understand. Not misleading or ignorant	NOT
8581	بيني وبينك وهجر وغدر وجرح بقلبي داريته<LF>بيني وبينك ليل وفراق وطريق انته اللي بديته<LF>بيني وبينك ليل وفراق وطريق انته اللي بيدته<LF>تفيد ب أيه يا ندم يا ندم<LF>وتعمل ايه يا عتاب<LF>طالت ليالي ليالي الألم<LF>وتفرقوا الأحباب<LF>كفايه بأه تعذيب وشقى<LF>ودموع في فراق<LF>ودموع في لقى	Between you and me and the abandonment and betrayal and hurt my heart Darith <LF> between you and me night and parting by Expire Elly Bdih <LF> between you and me night and parting by Expire Elly Bidth <LF> According to A. O remorse O remorse <LF> works Er Ya reproach <LF> long s s pain <LF> and loved ones dispersed <LF> Enough torture and Baah brat <LF> and tears in the parting <LF> and tears in Two	NOT
8582	@USER حبيبى يا باشمهندس يا نجم .. شوف انت بس نفسك تحط على مين وكلمنى 😂😂	@USER Habibi Ya Ya Bashimeng star .. Look you yourself Bs latch on to Maine and Call Me 😂😂	NOT
8583	@USER @USER يا سخفك يا تافه<LF>ما تعرف تكتب تغريدة محترمة لأنك غير محترم<LF>الله يعين الاعلام عليك انت واشكالك ما عرف لك الا الصرامي<LF>صدق من سماك امعة انت واشكالك	@USER @USER O Skhvk O fiddling <LF> What you know you write a respectable tweet because you're not respectable <LF> God help you and the media you Ashkalk what you knew only Sarami <LF> sincerity of fishmonger and shiny you Ashkalk	OFF
8584	@USER تفو يا زوامل يا فساد يا فروخ القحبة	@USER Phew O Zwaml O, O corruption smolts whores	OFF
8585	انا يا ازعج الناس يا مالي خلق احد	I, O my people bother creating a financial one	NOT
